lat,lon,date,species,fishing_hours
-50.0,-76.0,2020-03-01,Sardina Común,35.3
-50.0,-75.5,2023-10-01,Anchoveta,1.0
-50.0,-76.0,2024-06-01,Sardina Común,8.0
-50.0,-76.0,2022-03-01,Sardina Española,22.0
-50.0,-77.0,2019-11-01,Sardina Española,59.0
-50.0,-77.0,2024-03-01,Anchoveta,39.3
-50.0,-77.0,2024-02-01,Anchoveta,33.9
-50.0,-76.5,2024-05-01,Sardina Española,7.3
-50.0,-75.5,2023-10-01,Jurel,1.0
-50.0,-76.0,2024-10-01,Jurel,15.5
-50.0,-76.0,2024-03-01,Jurel,0.3
-50.0,-76.5,2024-06-01,Sardina Española,3.3
-50.0,-76.0,2024-10-01,Sardina Común,15.5
-50.0,-77.0,2024-03-01,Sardina Común,39.3
-50.0,-76.0,2024-03-01,Sardina Común,0.3
-50.0,-76.5,2024-11-01,Jurel,58.3
-50.0,-76.0,2023-09-01,Jurel,12.7
-50.0,-76.0,2023-01-01,Sardina Común,16.5
-50.0,-77.0,2023-01-01,Jurel,57.9
-50.0,-76.0,2023-06-01,Anchoveta,5.3
-50.0,-76.5,2024-03-01,Anchoveta,41.1
-50.0,-76.0,2023-12-01,Sardina Española,37.5
-50.0,-76.0,2023-02-01,Sardina Común,15.0
-50.0,-77.0,2021-11-01,Sardina Común,51.2
-50.0,-77.0,2022-11-01,Sardina Común,47.1
-50.0,-77.0,2023-10-01,Anchoveta,6.7
-50.0,-76.0,2022-02-01,Anchoveta,10.7
-50.0,-76.0,2021-11-01,Sardina Común,4.3
-50.0,-76.5,2019-11-01,Sardina Común,74.2
-50.0,-76.0,2023-04-01,Sardina Española,53.0
-50.0,-76.5,2020-01-01,Sardina Común,195.8
-50.0,-76.0,2023-11-01,Anchoveta,2.4
-50.0,-76.0,2024-12-01,Sardina Española,2.2
-50.0,-76.0,2023-01-01,Jurel,16.5
-50.0,-76.5,2019-12-01,Jurel,28.8
-50.0,-76.0,2020-01-01,Sardina Española,53.8
-50.0,-76.0,2023-11-01,Jurel,2.4
-50.0,-76.5,2021-06-01,Sardina Española,81.3
-50.0,-76.0,2024-02-01,Jurel,2.5
-50.0,-76.0,2024-02-01,Anchoveta,2.5
-50.0,-76.5,2023-12-01,Anchoveta,39.9
-50.0,-76.5,2019-12-01,Anchoveta,28.8
-50.0,-76.0,2022-02-01,Jurel,6.4
-50.0,-76.5,2024-06-01,Jurel,25.5
-50.0,-76.0,2024-04-01,Sardina Española,6.3
-50.0,-76.0,2020-03-01,Anchoveta,35.3
-50.0,-77.0,2023-04-01,Jurel,65.3
-50.0,-75.5,2021-11-01,Sardina Común,1.3
-50.0,-76.5,2019-02-01,Anchoveta,36.6
-50.0,-76.5,2019-02-01,Jurel,36.6
-50.0,-75.5,2021-11-01,Jurel,1.3
-50.0,-76.0,2023-05-01,Sardina Española,38.8
-50.0,-76.5,2021-11-01,Jurel,65.6
-50.0,-76.5,2024-10-01,Sardina Común,46.5
-50.0,-77.0,2023-10-01,Sardina Común,6.7
-50.0,-76.5,2024-10-01,Anchoveta,46.5
-50.0,-76.0,2024-12-01,Sardina Común,2.2
-50.0,-76.0,2023-12-01,Jurel,6.0
-50.0,-76.5,2023-01-01,Sardina Común,170.4
-50.0,-76.0,2023-05-01,Anchoveta,4.0
-50.0,-77.0,2019-11-01,Jurel,59.0
-50.0,-77.0,2020-01-01,Sardina Común,63.3
-50.0,-76.5,2024-03-01,Jurel,41.1
-50.0,-76.0,2024-10-01,Sardina Española,12.5
-50.0,-76.5,2020-03-01,Sardina Común,137.8
-50.0,-76.5,2023-11-01,Sardina Española,14.5
-50.0,-75.5,2019-11-01,Sardina Común,7.8
-50.0,-76.5,2024-05-01,Anchoveta,4.5
-50.0,-76.5,2024-02-01,Sardina Común,79.1
-50.0,-76.5,2023-02-01,Sardina Española,3.0
-50.0,-76.5,2024-02-01,Anchoveta,79.1
-50.0,-76.5,2020-04-01,Anchoveta,27.5
-50.0,-76.5,2022-01-01,Jurel,272.5
-50.0,-76.0,2024-11-01,Anchoveta,16.5
-50.0,-77.0,2021-11-01,Anchoveta,51.2
-50.0,-76.5,2023-11-01,Sardina Común,85.1
-50.0,-76.5,2021-12-01,Anchoveta,11.7
-50.0,-77.0,2023-01-01,Sardina Común,57.9
-50.0,-76.5,2023-04-01,Anchoveta,51.6
-50.0,-77.0,2023-04-01,Sardina Común,65.3
-50.0,-76.5,2024-05-01,Jurel,4.5
-50.0,-76.5,2020-01-01,Anchoveta,195.8
-50.0,-76.5,2023-02-01,Sardina Común,3.0
-50.0,-76.0,2020-02-01,Sardina Común,5.8
-50.0,-76.5,2023-04-01,Jurel,51.6
-50.0,-77.0,2023-12-01,Sardina Común,117.8
-50.0,-77.0,2023-12-01,Anchoveta,117.8
-50.0,-76.5,2023-05-01,Sardina Española,0.8
-50.0,-76.0,2024-02-01,Sardina Común,2.5
-50.0,-76.0,2024-05-01,Anchoveta,0.5
-50.0,-76.5,2023-11-01,Jurel,85.1
-50.0,-76.0,2024-11-01,Sardina Española,3.3
-50.0,-76.0,2022-01-01,Jurel,7.2
-50.0,-77.0,2023-01-01,Anchoveta,57.9
-50.0,-77.0,2023-09-01,Jurel,50.3
-50.0,-76.0,2020-03-01,Sardina Española,56.5
-50.0,-76.0,2021-11-01,Anchoveta,4.3
-50.0,-76.0,2023-09-01,Sardina Común,12.7
-50.0,-77.0,2023-12-01,Jurel,105.1
-50.0,-76.0,2019-11-01,Anchoveta,0.3
-50.0,-76.5,2024-05-01,Sardina Común,4.5
-50.0,-77.0,2023-09-01,Anchoveta,50.3
-50.0,-76.0,2023-10-01,Jurel,31.3
-50.0,-76.0,2023-10-01,Anchoveta,31.3
-50.0,-77.0,2023-03-01,Sardina Común,13.0
-50.0,-76.0,2021-06-01,Sardina Española,25.0
-50.0,-76.5,2023-12-01,Sardina Española,57.5
-50.0,-76.5,2023-11-01,Anchoveta,85.1
-50.0,-76.0,2023-04-01,Sardina Común,0.3
-50.0,-76.5,2020-02-01,Jurel,141.3
-50.0,-76.5,2020-02-01,Anchoveta,141.3
-50.0,-74.5,2024-02-01,Jurel,4.3
-50.0,-76.0,2023-05-01,Sardina Común,4.0
-50.0,-75.5,2019-11-01,Anchoveta,7.8
-50.0,-76.5,2020-02-01,Sardina Común,141.3
-50.0,-76.5,2024-03-01,Sardina Española,34.8
-50.0,-76.5,2019-09-01,Sardina Común,0.8
-50.0,-76.0,2024-12-01,Anchoveta,2.2
-50.0,-76.0,2023-02-01,Jurel,15.0
-50.0,-76.0,2024-11-01,Jurel,16.5
-50.0,-76.5,2022-03-01,Sardina Española,42.5
-50.0,-76.5,2020-03-01,Anchoveta,137.8
-50.0,-76.0,2020-08-01,Anchoveta,1.5
-50.0,-76.5,2023-03-01,Sardina Común,42.3
-50.0,-76.5,2023-01-01,Jurel,170.4
-50.0,-76.5,2024-01-01,Jurel,106.5
-50.0,-76.5,2021-03-01,Sardina Española,44.0
-50.0,-76.0,2020-02-01,Anchoveta,5.8
-50.0,-76.5,2023-05-01,Sardina Común,25.9
-50.0,-77.0,2022-11-01,Jurel,47.1
-50.0,-77.0,2019-12-01,Anchoveta,28.4
-50.0,-77.0,2019-12-01,Sardina Española,11.5
-50.0,-76.5,2020-03-01,Sardina Española,161.5
-50.0,-76.5,2021-06-01,Anchoveta,54.0
-50.0,-76.5,2023-06-01,Sardina Española,65.0
-50.0,-76.0,2024-05-01,Jurel,0.5
-50.0,-76.5,2020-04-01,Sardina Española,16.3
-50.0,-76.0,2020-02-01,Jurel,5.8
-50.0,-76.0,2023-06-01,Sardina Española,92.3
-50.0,-76.0,2020-11-01,Anchoveta,10.0
-50.0,-76.5,2021-12-01,Jurel,11.7
-50.0,-74.5,2023-04-01,Sardina Española,6.8
-50.0,-76.0,2020-08-01,Sardina Común,1.5
-50.0,-76.0,2024-05-01,Sardina Común,0.5
-50.0,-76.5,2023-05-01,Anchoveta,25.9
-50.0,-76.5,2023-02-01,Jurel,3.0
-50.0,-76.5,2019-09-01,Anchoveta,0.8
-50.0,-76.5,2020-04-01,Jurel,16.3
-50.0,-76.0,2024-12-01,Jurel,2.2
-50.0,-76.5,2024-10-01,Sardina Española,12.3
-50.0,-77.0,2020-03-01,Sardina Común,105.3
-50.0,-75.5,2022-11-01,Anchoveta,2.0
-50.0,-77.0,2023-05-01,Sardina Común,35.0
-50.0,-77.0,2024-02-01,Sardina Común,33.9
-50.0,-77.0,2019-11-01,Anchoveta,59.0
-50.0,-77.0,2021-06-01,Anchoveta,24.0
-50.0,-76.0,2023-10-01,Sardina Común,31.3
-50.0,-76.5,2024-11-01,Anchoveta,58.3
-50.0,-76.0,2023-06-01,Jurel,5.3
-50.0,-76.0,2023-09-01,Anchoveta,12.7
-50.0,-76.5,2022-01-01,Sardina Común,304.0
-50.0,-76.5,2020-04-01,Sardina Común,27.5
-50.0,-76.5,2023-02-01,Anchoveta,3.0
-49.5,-76.5,2021-12-01,Sardina Común,0.3
-49.5,-76.0,2024-03-01,Sardina Común,1.5
-49.5,-77.0,2024-02-01,Jurel,3.2
-49.5,-77.0,2019-11-01,Jurel,0.8
-49.5,-76.5,2023-01-01,Anchoveta,1.2
-49.5,-76.0,2020-11-01,Sardina Común,0.8
-49.5,-76.0,2021-06-01,Anchoveta,70.5
-49.5,-76.5,2020-04-01,Anchoveta,1.5
-49.5,-76.0,2022-01-01,Anchoveta,18.0
-49.5,-76.0,2023-04-01,Sardina Común,29.5
-49.5,-76.0,2023-03-01,Sardina Española,1.0
-49.5,-74.5,2024-07-01,Anchoveta,1.1
-49.5,-76.5,2022-11-01,Sardina Española,0.3
-49.5,-77.0,2020-11-01,Sardina Común,113.0
-49.5,-76.0,2023-11-01,Jurel,11.5
-49.5,-76.0,2019-03-01,Sardina Común,14.3
-49.5,-76.5,2023-01-01,Jurel,1.2
-49.5,-76.0,2024-03-01,Sardina Española,2.0
-49.5,-77.0,2019-12-01,Jurel,62.6
-49.5,-76.0,2023-04-01,Anchoveta,29.5
-49.5,-76.5,2024-11-01,Anchoveta,0.3
-49.5,-76.0,2023-12-01,Sardina Española,40.3
-49.5,-76.5,2022-01-01,Sardina Común,4.8
-49.5,-76.0,2021-08-01,Sardina Española,0.3
-49.5,-76.5,2019-12-01,Sardina Española,54.8
-49.5,-76.5,2024-06-01,Jurel,130.7
-49.5,-75.5,2021-04-01,Sardina Española,1.3
-49.5,-76.0,2019-02-01,Jurel,0.3
-49.5,-76.0,2022-01-01,Sardina Española,1.8
-49.5,-77.0,2024-02-01,Sardina Común,3.2
-49.5,-76.5,2023-04-01,Sardina Española,97.5
-49.5,-76.5,2024-11-01,Sardina Española,157.5
-49.5,-76.5,2022-01-01,Anchoveta,4.8
-49.5,-76.5,2024-03-01,Sardina Española,0.8
-49.5,-76.0,2019-02-01,Sardina Común,0.3
-49.5,-76.5,2021-10-01,Anchoveta,8.7
-49.5,-75.5,2023-11-01,Sardina Española,1.5
-49.5,-76.0,2023-11-01,Anchoveta,11.5
-49.5,-76.5,2024-06-01,Anchoveta,130.7
-49.5,-76.0,2023-02-01,Anchoveta,4.3
-49.5,-75.5,2024-07-01,Sardina Común,4.3
-49.5,-76.5,2019-03-01,Anchoveta,12.3
-49.5,-77.0,2019-09-01,Anchoveta,1.3
-49.5,-76.0,2021-04-01,Sardina Española,16.5
-49.5,-77.0,2019-12-01,Sardina Española,46.8
-49.5,-76.5,2024-01-01,Anchoveta,5.9
-49.5,-76.5,2024-07-01,Anchoveta,30.0
-49.5,-76.5,2019-11-01,Jurel,6.8
-49.5,-76.0,2023-03-01,Jurel,4.4
-49.5,-75.5,2023-11-01,Anchoveta,1.5
-49.5,-76.0,2024-04-01,Sardina Común,6.3
-49.5,-76.5,2021-08-01,Sardina Española,1.3
-49.5,-77.0,2019-09-01,Sardina Común,1.3
-49.5,-76.0,2023-01-01,Jurel,3.7
-49.5,-76.5,2024-04-01,Sardina Común,81.8
-49.5,-76.5,2022-03-01,Sardina Española,1.0
-49.5,-76.0,2024-06-01,Anchoveta,25.8
-49.5,-76.5,2024-08-01,Sardina Española,4.0
-49.5,-76.5,2023-03-01,Sardina Común,125.8
-49.5,-75.5,2019-11-01,Anchoveta,0.5
-49.5,-74.5,2023-02-01,Sardina Española,0.3
-49.5,-76.5,2022-03-01,Sardina Común,5.8
-49.5,-76.0,2023-02-01,Jurel,4.3
-49.5,-76.5,2019-12-01,Jurel,55.3
-49.5,-77.0,2019-11-01,Anchoveta,0.8
-49.5,-75.5,2024-07-01,Anchoveta,4.3
-49.5,-76.5,2024-03-01,Sardina Común,6.7
-49.5,-76.0,2022-01-01,Jurel,10.3
-49.5,-76.5,2024-05-01,Sardina Española,65.5
-49.5,-76.5,2020-11-01,Anchoveta,181.0
-49.5,-76.0,2020-01-01,Sardina Común,10.8
-49.5,-76.5,2024-07-01,Sardina Española,30.0
-49.5,-77.0,2019-11-01,Sardina Española,0.8
-49.5,-76.5,2019-11-01,Sardina Común,6.8
-49.5,-76.0,2019-11-01,Jurel,0.3
-49.5,-77.0,2019-12-01,Sardina Común,62.6
-49.5,-76.5,2024-07-01,Sardina Común,30.0
-49.5,-76.0,2022-01-01,Sardina Común,18.0
-49.5,-76.5,2024-08-01,Jurel,4.0
-49.5,-76.5,2024-04-01,Anchoveta,81.8
-49.5,-77.0,2024-02-01,Anchoveta,3.2
-49.5,-76.5,2024-03-01,Anchoveta,6.7
-49.5,-76.5,2024-10-01,Sardina Española,28.0
-49.5,-76.5,2024-05-01,Anchoveta,65.5
-49.5,-76.0,2022-03-01,Sardina Española,21.0
-49.5,-77.0,2024-06-01,Sardina Española,2.3
-49.5,-76.0,2019-11-01,Sardina Española,0.3
-49.5,-76.5,2023-03-01,Sardina Española,125.8
-49.5,-77.0,2020-11-01,Jurel,113.0
-49.5,-76.5,2023-03-01,Anchoveta,125.8
-49.5,-77.0,2019-11-01,Sardina Común,0.8
-49.5,-76.5,2022-01-01,Jurel,2.0
-49.5,-76.5,2024-08-01,Sardina Común,4.0
-49.5,-76.0,2023-03-01,Sardina Común,4.4
-49.5,-77.0,2020-11-01,Anchoveta,113.0
-49.5,-74.5,2024-07-01,Sardina Común,1.1
-49.5,-76.0,2021-09-01,Sardina Española,93.0
-49.5,-76.5,2024-05-01,Jurel,65.5
-49.5,-76.5,2023-11-01,Anchoveta,1.7
-49.5,-76.5,2024-11-01,Jurel,0.3
-49.5,-76.0,2019-11-01,Anchoveta,0.3
-49.5,-76.5,2023-04-01,Anchoveta,97.5
-49.5,-76.0,2019-02-01,Anchoveta,0.3
-49.5,-76.0,2024-03-01,Anchoveta,1.5
-49.5,-76.0,2020-04-01,Anchoveta,2.3
-49.5,-76.5,2022-02-01,Sardina Común,0.5
-49.5,-77.0,2020-11-01,Sardina Española,113.0
-49.5,-76.5,2019-03-01,Jurel,12.3
-49.5,-76.0,2019-11-01,Sardina Común,0.3
-49.5,-76.5,2020-11-01,Jurel,181.0
-49.5,-76.0,2023-04-01,Jurel,29.5
-49.5,-76.0,2023-04-01,Sardina Española,29.5
-49.5,-76.5,2023-02-01,Jurel,51.6
-49.5,-76.5,2023-02-01,Sardina Común,51.6
-49.5,-76.5,2022-03-01,Anchoveta,5.8
-49.5,-77.0,2020-01-01,Anchoveta,28.5
-49.5,-76.5,2019-11-01,Anchoveta,6.8
-49.5,-76.5,2024-07-01,Jurel,30.0
-49.5,-76.0,2024-04-01,Anchoveta,6.3
-49.5,-76.5,2021-03-01,Sardina Española,30.3
-49.5,-76.5,2021-12-01,Jurel,0.3
-49.5,-76.5,2020-11-01,Sardina Española,181.0
-49.5,-76.5,2023-12-01,Sardina Española,21.0
-49.5,-76.0,2023-05-01,Jurel,2.0
-49.5,-76.5,2021-04-01,Sardina Española,25.0
-49.5,-77.0,2024-06-01,Sardina Común,2.3
-49.5,-76.0,2023-01-01,Sardina Común,3.7
-49.5,-76.5,2021-09-01,Sardina Española,27.3
-49.5,-76.0,2019-03-01,Sardina Española,14.3
-49.5,-76.5,2021-06-01,Sardina Común,81.3
-49.5,-76.0,2024-06-01,Sardina Española,17.5
-49.5,-76.0,2020-01-01,Sardina Española,9.5
-49.5,-76.5,2023-03-01,Jurel,125.8
-49.5,-76.5,2023-01-01,Sardina Común,1.2
-49.5,-77.0,2020-01-01,Sardina Común,28.5
-49.5,-76.0,2019-03-01,Jurel,14.3
-49.5,-76.5,2023-11-01,Sardina Común,1.7
-49.5,-76.0,2020-11-01,Anchoveta,0.8
-49.5,-77.0,2019-12-01,Anchoveta,62.6
-49.5,-76.0,2021-06-01,Sardina Común,70.5
-49.5,-75.5,2023-11-01,Sardina Común,1.5
-49.5,-76.0,2024-03-01,Jurel,1.5
-49.5,-76.0,2023-03-01,Anchoveta,4.4
-49.5,-76.0,2020-01-01,Jurel,9.5
-49.5,-76.5,2024-05-01,Sardina Común,65.5
-49.5,-76.5,2021-12-01,Anchoveta,0.3
-49.5,-75.5,2023-11-01,Jurel,1.5
-49.5,-76.5,2024-06-01,Sardina Española,129.5
-49.5,-76.5,2023-04-01,Jurel,97.5
-49.5,-76.5,2019-03-01,Sardina Española,12.3
-49.5,-76.5,2024-01-01,Jurel,5.9
-49.5,-76.0,2024-06-01,Jurel,25.8
-49.5,-76.5,2023-04-01,Sardina Común,97.5
-49.5,-76.5,2023-11-01,Jurel,1.7
-49.5,-76.5,2019-12-01,Sardina Común,55.3
-49.5,-76.0,2023-02-01,Sardina Común,4.3
-49.5,-76.5,2022-02-01,Anchoveta,0.5
-49.5,-76.0,2023-06-01,Sardina Española,1.8
-49.5,-76.0,2021-03-01,Sardina Española,2.5
-49.5,-77.0,2024-06-01,Anchoveta,2.3
-49.5,-76.0,2019-03-01,Anchoveta,14.3
-49.5,-76.5,2024-03-01,Jurel,6.7
-49.5,-76.0,2023-05-01,Anchoveta,2.0
-49.5,-76.5,2024-01-01,Sardina Común,5.9
-49.5,-76.0,2023-05-01,Sardina Común,2.0
-49.5,-76.0,2019-02-01,Sardina Española,0.3
-49.5,-76.0,2023-01-01,Anchoveta,3.7
-49.5,-76.0,2024-06-01,Sardina Común,25.8
-49.5,-76.5,2024-11-01,Sardina Común,0.3
-49.5,-76.0,2020-04-01,Sardina Común,2.3
-49.5,-76.5,2021-10-01,Sardina Común,8.7
-49.5,-76.5,2021-10-01,Jurel,8.7
-49.5,-76.5,2021-06-01,Anchoveta,81.3
-49.5,-75.5,2019-11-01,Sardina Común,0.5
-49.5,-76.0,2023-11-01,Sardina Común,11.5
-49.5,-76.0,2020-01-01,Anchoveta,10.8
-49.5,-76.5,2024-08-01,Anchoveta,4.0
-49.5,-76.5,2019-11-01,Sardina Española,6.8
-49.5,-76.5,2019-03-01,Sardina Común,12.3
-49.5,-76.5,2023-02-01,Anchoveta,51.6
-49.5,-76.5,2020-04-01,Sardina Común,1.5
-49.5,-76.5,2020-11-01,Sardina Común,181.0
-49.5,-76.5,2024-06-01,Sardina Común,130.7
-49.5,-76.5,2019-12-01,Anchoveta,55.3
-49.5,-77.0,2024-06-01,Jurel,2.3
-49.0,-76.0,2023-03-01,Sardina Española,119.3
-49.0,-76.5,2022-03-01,Sardina Española,40.5
-49.0,-77.0,2020-02-01,Sardina Española,13.8
-49.0,-76.0,2023-06-01,Anchoveta,22.0
-49.0,-77.0,2020-03-01,Sardina Española,8.8
-49.0,-76.0,2024-03-01,Jurel,0.5
-49.0,-77.0,2024-06-01,Jurel,0.4
-49.0,-76.0,2024-06-01,Sardina Española,6.5
-49.0,-76.0,2019-10-01,Jurel,8.3
-49.0,-76.0,2023-01-01,Sardina Española,47.0
-49.0,-76.5,2019-10-01,Jurel,85.0
-49.0,-77.0,2020-11-01,Sardina Española,52.0
-49.0,-76.0,2023-03-01,Jurel,113.5
-49.0,-75.5,2024-07-01,Sardina Común,0.1
-49.0,-76.0,2023-06-01,Sardina Común,22.0
-49.0,-76.0,2023-02-01,Jurel,3.8
-49.0,-76.0,2024-12-01,Sardina Común,21.0
-49.0,-77.0,2023-10-01,Anchoveta,5.1
-49.0,-76.0,2024-07-01,Anchoveta,0.3
-49.0,-77.0,2019-12-01,Anchoveta,63.7
-49.0,-76.0,2024-03-01,Anchoveta,0.5
-49.0,-76.5,2023-02-01,Sardina Española,5.0
-49.0,-76.5,2021-09-01,Anchoveta,56.5
-49.0,-76.5,2024-12-01,Sardina Común,47.5
-49.0,-76.5,2024-01-01,Jurel,117.6
-49.0,-76.0,2019-11-01,Sardina Común,20.8
-49.0,-76.0,2024-08-01,Sardina Común,0.8
-49.0,-75.5,2023-04-01,Anchoveta,0.3
-49.0,-76.5,2024-02-01,Anchoveta,76.6
-49.0,-76.5,2021-06-01,Anchoveta,3.0
-49.0,-76.0,2024-11-01,Sardina Común,32.0
-49.0,-77.0,2020-11-01,Sardina Común,62.8
-49.0,-76.0,2019-12-01,Sardina Española,99.0
-49.0,-76.0,2020-08-01,Sardina Común,0.3
-49.0,-76.5,2023-04-01,Anchoveta,37.5
-49.0,-76.0,2022-03-01,Sardina Común,9.3
-49.0,-77.0,2020-01-01,Sardina Española,16.0
-49.0,-76.5,2020-09-01,Sardina Común,30.8
-49.0,-76.0,2024-06-01,Sardina Común,17.2
-49.0,-76.5,2019-09-01,Sardina Común,56.3
-49.0,-77.0,2023-12-01,Sardina Española,9.5
-49.0,-76.5,2024-02-01,Jurel,76.6
-49.0,-76.0,2020-10-01,Sardina Común,30.5
-49.0,-76.5,2020-02-01,Sardina Española,64.5
-49.0,-76.0,2019-09-01,Sardina Española,12.5
-49.0,-76.0,2023-04-01,Sardina Común,6.5
-49.0,-76.5,2024-07-01,Jurel,52.0
-49.0,-76.5,2023-11-01,Anchoveta,55.9
-49.0,-76.0,2024-01-01,Sardina Común,67.9
-49.0,-76.0,2022-05-01,Sardina Española,29.3
-49.0,-76.5,2024-04-01,Sardina Española,22.8
-49.0,-76.5,2019-10-01,Sardina Común,85.0
-49.0,-76.0,2022-03-01,Anchoveta,9.3
-49.0,-76.0,2023-05-01,Sardina Española,89.8
-49.0,-76.0,2019-12-01,Sardina Común,99.0
-49.0,-76.5,2023-02-01,Anchoveta,29.1
-49.0,-76.5,2024-02-01,Sardina Común,76.6
-49.0,-76.0,2019-09-01,Anchoveta,12.5
-49.0,-76.0,2023-04-01,Anchoveta,6.5
-49.0,-76.5,2024-11-01,Sardina Común,209.3
-49.0,-76.5,2024-12-01,Sardina Española,47.5
-49.0,-76.5,2020-06-01,Sardina Común,5.0
-49.0,-76.0,2023-12-01,Jurel,11.5
-49.0,-76.5,2019-10-01,Sardina Española,38.0
-49.0,-75.5,2020-09-01,Sardina Común,2.3
-49.0,-76.0,2024-03-01,Sardina Española,0.5
-49.0,-75.5,2024-03-01,Anchoveta,11.0
-49.0,-76.5,2020-12-01,Anchoveta,23.5
-49.0,-76.0,2023-03-01,Sardina Común,113.5
-49.0,-76.0,2023-12-01,Anchoveta,11.5
-49.0,-76.5,2021-09-01,Sardina Española,19.8
-49.0,-77.0,2020-01-01,Sardina Común,47.8
-49.0,-76.5,2024-07-01,Anchoveta,52.0
-49.0,-76.5,2024-03-01,Anchoveta,209.2
-49.0,-76.5,2021-10-01,Jurel,135.1
-49.0,-76.5,2023-01-01,Sardina Española,70.0
-49.0,-76.5,2022-05-01,Anchoveta,18.8
-49.0,-76.0,2022-11-01,Sardina Española,31.5
-49.0,-76.5,2021-11-01,Sardina Común,2.4
-49.0,-76.5,2019-11-01,Jurel,80.0
-49.0,-76.5,2020-06-01,Anchoveta,5.0
-49.0,-76.0,2019-09-01,Sardina Común,12.5
-49.0,-76.5,2023-04-01,Jurel,37.5
-49.0,-76.0,2019-12-01,Jurel,99.0
-49.0,-76.5,2024-04-01,Anchoveta,22.8
-49.0,-77.0,2023-10-01,Jurel,5.1
-49.0,-76.0,2020-08-01,Anchoveta,0.3
-49.0,-76.0,2021-10-01,Jurel,11.2
-49.0,-76.5,2020-11-01,Sardina Común,83.5
-49.0,-76.5,2024-04-01,Sardina Común,22.8
-49.0,-77.0,2024-01-01,Anchoveta,75.5
-49.0,-75.5,2023-04-01,Sardina Común,0.3
-49.0,-76.5,2019-03-01,Jurel,234.0
-49.0,-76.5,2024-02-01,Sardina Española,63.0
-49.0,-76.5,2023-10-01,Sardina Española,108.5
-49.0,-76.0,2023-11-01,Anchoveta,54.3
-49.0,-75.0,2020-02-01,Anchoveta,1.3
-49.0,-75.5,2023-04-01,Sardina Española,0.3
-49.0,-75.5,2020-09-01,Anchoveta,2.3
-49.0,-76.0,2023-11-01,Jurel,54.3
-49.0,-76.5,2023-11-01,Sardina Común,55.9
-49.0,-75.5,2024-03-01,Sardina Española,19.5
-49.0,-76.0,2023-10-01,Sardina Común,59.7
-49.0,-76.5,2023-09-01,Anchoveta,23.2
-49.0,-76.5,2024-04-01,Jurel,22.8
-49.0,-76.5,2023-12-01,Sardina Española,99.0
-49.0,-76.5,2019-12-01,Sardina Común,157.1
-49.0,-76.0,2022-03-01,Sardina Española,24.8
-49.0,-76.0,2022-01-01,Sardina Común,1.3
-49.0,-76.0,2023-10-01,Anchoveta,59.7
-49.0,-74.5,2020-02-01,Anchoveta,1.2
-49.0,-76.5,2021-10-01,Anchoveta,135.1
-49.0,-77.0,2024-05-01,Sardina Común,72.1
-49.0,-74.5,2020-02-01,Sardina Común,1.2
-49.0,-76.0,2022-11-01,Anchoveta,12.5
-49.0,-76.0,2023-05-01,Sardina Común,89.8
-49.0,-76.5,2024-10-01,Sardina Común,187.5
-49.0,-76.0,2024-02-01,Sardina Española,0.5
-49.0,-76.5,2024-11-01,Sardina Española,172.3
-49.0,-77.0,2023-12-01,Sardina Común,9.5
-49.0,-76.5,2023-04-01,Sardina Española,67.0
-49.0,-76.5,2023-02-01,Sardina Común,29.1
-49.0,-76.5,2022-11-01,Sardina Española,86.5
-49.0,-76.5,2023-12-01,Anchoveta,99.5
-49.0,-76.5,2024-03-01,Jurel,209.2
-49.0,-77.0,2020-01-01,Anchoveta,47.8
-49.0,-76.5,2020-03-01,Sardina Común,28.5
-49.0,-76.0,2023-05-01,Jurel,89.8
-49.0,-76.0,2024-10-01,Sardina Española,43.8
-49.0,-76.0,2021-10-01,Sardina Común,11.2
-49.0,-75.5,2024-07-01,Anchoveta,0.1
-49.0,-76.5,2023-06-01,Anchoveta,62.5
-49.0,-77.0,2024-05-01,Jurel,8.1
-49.0,-76.0,2024-11-01,Jurel,32.0
-49.0,-76.5,2020-03-01,Sardina Española,74.5
-49.0,-76.5,2019-11-01,Anchoveta,80.0
-49.0,-76.5,2021-10-01,Sardina Común,135.1
-49.0,-76.0,2023-11-01,Sardina Española,54.3
-49.0,-76.0,2023-03-01,Anchoveta,113.5
-49.0,-76.0,2023-09-01,Jurel,3.9
-49.0,-77.0,2020-12-01,Anchoveta,103.8
-49.0,-76.0,2019-10-01,Sardina Común,8.3
-49.0,-76.5,2019-09-01,Anchoveta,56.3
-49.0,-76.0,2024-11-01,Anchoveta,32.0
-49.0,-76.0,2024-12-01,Sardina Española,21.0
-49.0,-76.5,2020-11-01,Sardina Española,69.3
-49.0,-76.0,2023-05-01,Anchoveta,89.8
-49.0,-76.0,2019-03-01,Anchoveta,62.0
-49.0,-76.5,2019-03-01,Sardina Común,234.0
-49.0,-76.5,2022-05-01,Jurel,18.8
-49.0,-76.0,2024-12-01,Anchoveta,21.0
-49.0,-76.5,2021-08-01,Sardina Española,72.0
-49.0,-77.0,2022-05-01,Sardina Española,5.0
-49.0,-76.0,2020-01-01,Sardina Española,82.3
-49.0,-76.0,2019-11-01,Anchoveta,20.8
-49.0,-76.5,2024-10-01,Sardina Española,143.0
-49.0,-76.5,2024-06-01,Jurel,203.8
-49.0,-76.5,2019-12-01,Jurel,157.1
